,UF,Município,Estabelecimento,Tipo,Endereço
1899,SC,Timbó,"CAPS CENTRO DE ATENDIMENTO PSICOSOCIAL","CAPS I","RUA QUENIA, S/N Bairro: IMIGRANTES CEP: 89120000 Fone: (47) 3382 8473"
1900,SC,"Três Barras","CENTRO MUNICIPAL DE ATENDIMENTO PSICOSSOCIAL VIVA BEM","CAPS I","AVENIDA ABRAO MUSSI, 31 Bairro: SAO CRISTOVAO CEP: 89490000 Fone: 4736230458"
1901,SC,Tubarão,"CENTRO DE ATENCAO PSICOSSOCIAL DE ALCOOL E DROGAS DE TUBARAO","CAPS AD","AV MARCOLINO MARTINS CABRAL, S/N Bairro: PASSAGEM CEP: 88701120 Fone: (48)36327368"
1902,SC,Tubarão,"CAPS II DR JOSE CARLOS DE CARVALHO","CAPS II","OSVALDO CRUZ, 917 Bairro: CENTRO CEP: 88704270 Fone: (48) 36223607"
1903,SC,Urussanga,"CAPS URUSSANGA","CAPS I","AVENIDA PRESIDENTE NEREU RAMOS, 100 Bairro: DA ESTACAO CEP: 88840000 Fone: 48 34654282"
1904,SC,Videira,"CAPS I","CAPS I","RUA CESAR AUGUSTO FILHO, 229 Bairro: SAO CRISTOVAO CEP: 89565266 Fone: 35335700"
1905,SC,Xanxerê,"CENTRO DE ATENCAO PSICOSSOCIAL DE XANXERE","CAPS I","INDEPENDENCIA, 1207 Bairro: LA SALLE CEP: 89820000 Fone: 34337950"
1906,SC,Xaxim,"CAPS I CENTRO DE ATENDIMENTO PSICOSSOCIAL","CAPS I","RUA JOSUE ZAMPROGNA, 300 Bairro: PRIMAVERA CEP: 89825000 Fone: (49)33536685"
1907,SE,Aquidabã,"CAPS I ESPERANCA","CAPS I","RUA GAL ADEMAR MESSIAS ARAGAO, 317 Bairro: CENTRO CEP: 49790000 Fone: (79)3411397"
1908,SE,Aracaju,"CAPS AD IIIINFANTOJUVENIL VIDA","CAPS AD","RUA FREI PAULO, 344 Bairro: SUISSA CEP: 49052270 Fone: (79)31793771"
1909,SE,Aracaju,"CAPS ALC E DRG PRIMAVERA","CAPS AD III","RUA FIRMINO FONTES, S/N Bairro: ATALAIA CEP: 49037220 Fone: (79)31794620/4621"
1910,SE,Aracaju,"CAPS INFANTO JUVENIL DONA IVONE LARA","CAPS i","PERMINIO DE SOUZA, 1150 Bairro: CIRURGIA CEP: 49055530 Fone: 79 99996262"
1911,SE,Aracaju,"CAPS III JAEL PATRICIO DE LIMA","CAPS III","RUA J, S/N Bairro: CIDADE NOVA CEP: 49010000 Fone: 3245-9683"
1912,SE,Aracaju,"CAPS DAVID CAPISTRANO FILHO","CAPS III","JOSE FIGUEIREDO DE ALBUQUERQUE, 1373 Bairro: COROA DO MEIO CEP: 49015150 Fone: 79 32481100"
1913,SE,Aracaju,"CAPS III LIBERDADE","CAPS III","RUA DISTRITO FEDERAL, 1012 Bairro: SIQUEIRA CAMPOS CEP: 49075190 Fone: 79 31793873/3872"
1914,SE,"Barra dos Coqueiros","CAPS I PEDRO BISPO DA CRUZ BARRA DAS AGUAS","CAPS I","RUA S, 02 Bairro: PRISCO VIANA CEP: 49140000 Fone: (79)30258160"
1915,SE,Boquim,"CAPS BRAZ FERNANDES FONTES","CAPS I","PRACA DR JOSE MARIA DE PAIVA MELO, 26 Bairro: PARQUE CITRICOLA CEP: 49360000"
1916,SE,"Campo do Brito","CAPS I VERA LUCIA FERREIRA DA CRUZ","CAPS I","RUA PEDRO RIBEIRO DA SILVA, 103 Bairro: CENTRO CEP: 49520000 Fone: (79) 996879747"
1917,SE,"Canindé de São Francisco","CENTRO DE ATENCAO PSICOSSOCIAL","CAPS I","RUA TANCREDO NEVES, 273 Bairro: CENTRO CEP: 49820000 Fone: (79)3461960"
1918,SE,Carira,"CAPS ACORDAR PARA A VIDA","CAPS I","RUA DUQUE DE CAIXIAS, 16 Bairro: CENTRO CEP: 49550000"
1919,SE,Cristinápolis,"CAPS I MINERVINA DE SALES MACHADO","CAPS I","RUA AUGUSTO ALVES DO NASCIMENTO, 12 Bairro: CENTRO CEP: 49270000 Fone: 79999595765"
1920,SE,Estância,"CAPS 1 CARMEM PRADO LEITE","CAPS I","RUA CAMERINO, S/N Bairro: CENTRO CEP: 49200000 Fone: 7935228996"
1921,SE,Itabaiana,"CAPS AD SANTO ONOFRE","CAPS AD","RUA SAO DOMINGOS, 1028 Bairro: CENTRO CEP: 49510000 Fone: 79 3431 4204"
1922,SE,Itabaiana,"CAPS I RENATO BISPO DE LIMA","CAPS I","RUA ESPIRIDIAO NORONHA, S/N Bairro: MAMEDE PAES MENDONCA CEP: 49500193 Fone: (79) 34314204"
1923,SE,Itabaianinha,"CAPS I HIDELBRANDO DIAS DA COSTA","CAPS I","RUA JOSE GENESIO DE GOIS, 458 Bairro: CENTRO CEP: 49290000 Fone: (79)35441629"
1924,SE,"Itaporanga d'Ajuda","CAPS I ARTE DE VIVER","CAPS I","TRAVESSA PREFEITO HERMILIO DE CARVALHO, 250 Bairro: CENTRO CEP: 49120000 Fone: 79 3264-2761"
1925,SE,Japoatã,"CAPS QUITERIA DA SILVA SOUZA","CAPS I","RUA GETULIO VARGAS, 368 Bairro: CENTRO CEP: 49950000 Fone: (79) 3348-1093"
1926,SE,Lagarto,"CAPS AD III REGIONAL JOAO ROSENDO DOS SANTOS","CAPS AD","RUA CONTORNO, S/N Bairro: CONJ JULIA NOGUEIRA CEP: 49400000"
1927,SE,Lagarto,"CAPS II ACONCHEGO","CAPS II","TRAVESSA ANCHIETA, 218 Bairro: CENTRO CEP: 49400000 Fone: (79)36315885"
1928,SE,Laranjeiras,"CAPS JOSE FERNANDES MECENAS","CAPS I","RUA COMANDAROBA, 01 Bairro: CENTRO CEP: 49170000 Fone: 32811200"
1929,SE,Maruim,"CAPS I SENHOR DOS PASSOS","CAPS I","PRACA JOSE DE FARO, 35 Bairro: CENTRO CEP: 49770000 Fone: 79 32751488"
1930,SE,Neópolis,"CAPS JOSE NELSON SANTOS","CAPS I","MARIA LUIZA BISPO DOS SANTOS, 171 Bairro: CENTRO CEP: 49980000"
1931,SE,"Nossa Senhora da Glória","PROJETO LUZ DO SOL","CAPS I","AV LOURIVAL BATISTA, S/N Bairro: BAIRRO DIVINEIA CEP: 49680000 Fone: ( 79)3411-1754"
1932,SE,"Nossa Senhora das Dores","CAPS JOSE CARVALHO DE SOUZA","CAPS I","TRAVESSA AUGUSTO FRANCO, 161 Bairro: CAICARA CEP: 49600000 Fone: 79 32651384"
1933,SE,"Nossa Senhora do Socorro","CAPS AD ANA PITTA","CAPS AD","RUA 26, S/N Bairro: MARCOS FREIRE I CEP: 49160000 Fone: (79)32543398"
1934,SE,"Nossa Senhora do Socorro","CAPS INFANTO JUVENIL SAO DOMINGOS SAVIO","CAPS i","AVENIDA PERIMETRAL C, S/N Bairro: MARCOS FREIRE II CEP: 49160000 Fone: 32543461"
1935,SE,"Nossa Senhora do Socorro","CAPS ROGALICIO VIEIRA DA SILVA","CAPS II","BR 101, S/N Bairro: PARQUE DOS FAROIS CEP: 49160000 Fone: (79)3253-5438"
1936,SE,"Nossa Senhora do Socorro","CAPS USUARIO JANSER CARLOS DE OLIVEIRA CASTRO","CAPS II","AVENIDA MOACIR OLIVEIRA, 727 Bairro: MARCOS FREIRE I CEP: 49160000 Fone: (79)32549026"
1937,SE,Pacatuba,"CAPS I NILTON VIEIRA DA SILVA","CAPS I","RUA ARNALDO GARCEZ, 365 Bairro: CENTRO CEP: 49970000 Fone: (79) 3343-1208"
1938,SE,"Poço Verde","CAPS TERRA DO MEU SERTAO","CAPS I","AVENIDA EPIFANIO DORIA, S/N Bairro: CENTRO CEP: 49490000 Fone: 79998969440"
1939,SE,Propriá,"CAPS I IRMA AUGUSTINHA","CAPS I","RUA LOPES TROVAO, 280 Bairro: CENTRO CEP: 49900000 Fone: 99213322"
1940,SE,"Riachão do Dantas","CAPS I ESTRELA GUIA","CAPS I","TRAVESSA LUIZ GARCIA, 08 Bairro: CENTRO CEP: 49320000 Fone: 36431930"
1941,SE,Salgado,"CAPS I JANETE ALVES LIMA BARBOSA","CAPS I","RUA JOAO MONSENHOR LIMA, S/N Bairro: CENTRO CEP: 49390000 Fone: (79)36511499"
1942,SE,"São Cristóvão","CAPS I VALTER CORREIA","CAPS I","AV HORACIO DE SOUZA LIMA, 165 Bairro: ALTO DA DIVINEIA CEP: 49100000 Fone: (79) 32612887"
1943,SE,"São Cristóvão","CAPS II JOAO BEBE AGUA","CAPS II","RUA JOSE AMILCAR AZEVEDO, 436 Bairro: ROSA ELZE CEP: 49100000 Fone: (79)32573729"
1944,SE,"Simão Dias","CAPS I DONA ZIFINHA","CAPS I","PRACA LUCILA MACEDO DEDA, 500 Bairro: CENTRO CEP: 49480000 Fone: 079-3611-3662"
1945,SE,"Tobias Barreto","CAPS CLARIDADE","CAPS I","RODOVIA GOVERNADOR ANTONIO CARLOS VALADARES, S/N Bairro: CENTRO CEP: 49300000 Fone: (79)5411301"
1946,SE,Umbaúba,"CAPS I LAURITA VIEIRA CARVALHO","CAPS I","RUA DR GENIVAL FERREIRA, 84 Bairro: CENTRO CEP: 49260000 Fone: 999593653"
1947,SP,Adamantina,"CENTRO DE ATENCAO PSICOSSOCIAL DE ADAMANTINA CAPS I","CAPS I","AVENDIA ADHEMAR DE BARROS, 311 Bairro: CENTRO CEP: 17800000 Fone: 3522-2728"
1948,SP,"Águas de Lindóia","CAPS I DR FIRMINO CAVENACHI AGUAS DE LINDOIA","CAPS I","RUA ARACI BOCAULT TORTELLI, 215 Bairro: JARDIM LE VILLETE CEP: 13940000 Fone: (19) 3824 1577"
1949,SP,Agudos,"CENTRO DE ATENCAO PSICOSSOCIAL AGUDOS","CAPS I","RUA JOSE SALMEN, 236 Bairro: CENTRO CEP: 17120005 Fone: 14 32612553"
1950,SP,Americana,"CENTRO DE ATENCAO PSICO SOCIAL INFANTO JUVENIL CAPS I","CAPS i","RUA JOAQUIM PUPPO, S/N Bairro: VILA DAINESE CEP: 13469200 Fone: 19 3408 0482"
1951,SP,Americana,"CENTRO DE ATENDIMENTO PSICO SOCIAL CENTRO","CAPS I","FLORINDO CIBIM, 740 Bairro: FREZARIN CEP: 13465700 Fone: (19)34613363"
1952,SP,"Américo Brasiliense","CENTRO DE APOIO PSICOSSOCIAL DOCURA CAPS","CAPS I","RUA NICOLAU CARNEIRO LEAO, 370 Bairro: CENTRO CEP: 14820000 Fone: 16 33926163"
1953,SP,Amparo,"CAPS AD","CAPS AD","RUA DUQUE DE CAXIAS, 129 Bairro: CENTRO CEP: 13900100 Fone: 19 38082430"
1954,SP,Amparo,"CENTRO DE ATENCAO PSICOSSOCIAL CAPS II","CAPS II","RUA JUNDIAI, 195 Bairro: CENTRO CEP: 13900360 Fone: 1938081224 38172492"
1955,SP,Andradina,"CAPS AD ANDRADINA","CAPS AD","RUA MARECHAL DEODORO, 954 Bairro: CENTRO CEP: 16901011 Fone: 18 3723-7287"
1956,SP,Angatuba,"CAPS I ANGATUBA","CAPS I","RUA ANTONIO BENTO RODRIGUES, 1533 Bairro: RESIDENCIAL BELA VIS CEP: 18240000 Fone: (15) 32551097"
1957,SP,Apiaí,"CAPS ESPERANCA APIAI","CAPS I","RUA ALBERTO SANTOS DRUMONT, 193 Bairro: CDHU 1 CEP: 18320000"
1958,SP,Araçatuba,"CAPS AD BENEDITA FERNANDES","CAPS AD","BASTOS CORDEIRO, 1051 Bairro: SANTANA CEP: 16075050 Fone: 3621-3463"
1959,SP,"Araçoiaba da Serra","CAPS I ARACOIABA DA SERRA","CAPS I","JOSE PAULINO, 210 Bairro: CENTRO CEP: 18190000 Fone: (15)32811858"
1960,SP,Araraquara,"CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGA","CAPS AD","AVENIDA SEBASTIAO DE ALMEIDA MACHADO, 493 Bairro: SANTA ANGELINA CEP: 14802285 Fone: 16 33223329"
1961,SP,Araraquara,"CENTRO DE ATENCAO PSICOSSOCIAL DR NELSON FERNANDES","CAPS II","AV JOSE ZILIOLI, 491 Bairro: JARDIM DAS ROSEIRAS CEP: 14806025 Fone: (16)33247266"
1962,SP,Araras,"CAPS II IDALINA CORREDOR VICTORELLO ARARAS","CAPS II","AVENIDA LORETO, 1291 Bairro: JARDIM DAS FLORES CEP: 13607200 Fone: (19)35445874"
1963,SP,"Artur Nogueira","CAPS I ARTUR NOGUEIRA","CAPS I","RUA DOS EXPEDICIONARIOS, 999 Bairro: JARDIM SANTO AMARO CEP: 13163006 Fone: (19)38771054"
1964,SP,Assis,"CAPS ADULTO II RUY SOUZA DIAS","CAPS II","RUA SANTA CECILIA, 820 Bairro: CENTRO CEP: 19806051 Fone: (18)3324-6182"
1965,SP,Atibaia,"CAPS CENTRO DE ATENCAO PSICOSSOCIAL ATIBAIA","CAPS II","R DEP EMILIO JUSTO, 280 Bairro: ATIBAIA JARDIM CEP: 12942180 Fone: 11 4411-1853"
1966,SP,Avaré,"CENTRO DE ATENCAO PSICOSSOCIAL CAPS II AVARE","CAPS II","RUA GOIAS, 1642 Bairro: CENTRO CEP: 18701210"
1967,SP,"Barra Bonita","CENTRO DE ATENCAO PSICOSSOCIAL DE BARRA BONITA","CAPS I","AVENIDA DA SAUDADE, 196 Bairro: CENTRO CEP: 17347006 Fone: (14) 36414163"
1968,SP,Barretos,"CAPS PROJETO DO IPE AMARELO","CAPS III","RUA 14, 140 Bairro: CENTRO CEP: 14780680 Fone: (17)3612-2481"
1969,SP,Barueri,"CAPS CONEXAO CRAD","CAPS AD","RUA JOSE MARIA BALIEIRO, 673 Bairro: CENTRO CENTRO COME CEP: 06401126 Fone: (11) 4706-4712"
1970,SP,Barueri,"CAPS INFANTIL E JOVEM JOSENI AP CARDOSO DE QUEIROZ ROCHA","CAPS i","RUA RAUL MAKAIOSSI HONDA, 68 Bairro: CENTRO CENTRO COME CEP: 06401137 Fone: (11) 4199-3183"
1971,SP,Barueri,"CAPS II ESTACAO","CAPS II","RUA JOSE MARIA BALIEIRO, 715 Bairro: CENTRO CENTRO COME CEP: 06401126 Fone: (11) 4191-9708"
1972,SP,Batatais,"CAPS I DR WILSON NEWTON BARBOSA","CAPS I","AV MOACIR DIAS DE MORAIS, 555 Bairro: JOAQUIM MARINHEIRO CEP: 14315228 Fone: 16 36628333"
1973,SP,Bauru,"CAPS AD","CAPS AD","RUA DR LISBOA JUNIOR, 266 Bairro: CENTRO CEP: 17014274 Fone: (14)3227-3287"
1974,SP,Bauru,"CAPS INFANTIL","CAPS i","RUA AZARIAS LEITE, 1338 Bairro: CENTRO CEP: 17014440 Fone: (14)3227-2574"
1975,SP,Bauru,"CAPS II","CAPS I","RUA MONSENHOR CLARO, 699 Bairro: CENTRO CEP: 17015130 Fone: (14)3227-5022"
1976,SP,Bebedouro,"CAPS III CENTRO DE ATENCAO PSICOSSOCIAL DE BEBEDOURO","CAPS III","AVENIDA RAUL FURQUIM, 2010 Bairro: JD JULIA CEP: 14706045 Fone: (17) 33448100"
1977,SP,Boituva,"CAPS II DR SERGIO CARLOS CASSANO","CAPS II","RUA NOVE DE JULHO, 294 Bairro: CENTRO CEP: 18550075 Fone: 33633774"
1978,SP,Botucatu,"CENTRO DE ATENCAO PSICOSSOCIAL AD II RENASCER BOTUCATU","CAPS AD","RUA DOUTOR CARDOSO DE ALMEIDA, 2015 Bairro: VILA GUIMARAES CEP: 18605590 Fone: 14 3815 9104"
1979,SP,Botucatu,"CAPS I REDE VIVA BOTUCATU","CAPS I","RUA VELHO CARDOSO, 338 Bairro: CENTRO CEP: 18600280 Fone: (14) 3811-1605"
1980,SP,Botucatu,"CENTRO DE ATENCAO PSICOSSOCIAL II ESPACO VIVO","CAPS II","AVENIDA PROFESSOR CANTIDIO DE MOURA CAMPOS, 431 Bairro: PROFESSOR CANTIDIO D CEP: 18606861 Fone: (14)3811 2766"
1981,SP,"Bragança Paulista","CENTRO DE ATENCAO PSICOSSOCIAL II","CAPS II","RUA SANTI JOANI BAPTISTA, 100 Bairro: HIPICA JAGUARI CEP: 12926449 Fone: 4035-5040"
1982,SP,Buri,"CENTRO DE ATENCAO PSICOSSOCIAL MEIRE PAES GARCIA","CAPS I","RUA PERCIVAL NUNES DE BARROS, 20 Bairro: KURT KRISHLI CEP: 18290000 Fone: 1535461812"
1983,SP,Buritama,"CAPS MARIA MARGARIDA TONCHIS CAPELARI BURITAMA","CAPS I","ARINO DELLA COLETTA, 235 Bairro: CIDADE NOVA CEP: 15290000"
1984,SP,Caçapava,"CAPS AD CENTRO DE ATENCAO PSICOSSOCIAL ALCOOL E DROGA","CAPS AD","R DR JOSE DE OLIVEIRA MOURA, 638 Bairro: VILA RESENDE CEP: 12282011 Fone: 12-36553219"
1985,SP,Caçapava,"CAPS II CENTRO DE ATENDIMENTO PSICOSSOCIAL","CAPS II","RUA MAJOR JOAO PRUDENTE, 315 Bairro: VILA SAO JOAO CEP: 12281190 Fone: 1236532616"
1986,SP,"Cachoeira Paulista","CAPS I CACHOEIRA PAULISTA","CAPS I","LUIZ HUMMEL, 70 Bairro: ALTO DA BOA VISTA CEP: 12630000"
1987,SP,Cajati,"CAPS I CENTRO DE ATENCAO PSICOSSOCIAL DOM QUIXOTE","CAPS I","RUA ANTARTICA, 276 Bairro: VILA ANTUNES CEP: 11950000 Fone: 1338541643"
1988,SP,Campinas,"CAPS 3 AD SUL INDEPENDENCIA","CAPS AD","RUA VENEZUELA, 10 Bairro: JARDIM DO TREVO CEP: 13040015 Fone: 19 3272-0404"
1989,SP,Campinas,"CAPS 3 AD NOROESTE ANTONIO ORLANDO","CAPS AD","RUA FERDINANDO PANATTONI, 1040 Bairro: JARDIM PAULICEIA CEP: 13060090 Fone: 19-32581844"
1990,SP,Campinas,"CAPS 3 AD LESTE REVIVER","CAPS AD III","RUA FERNAO LOPES, 1260 Bairro: PARQUE TAQUARAL CEP: 13087310 Fone: 19 3365-4918"
1991,SP,Campinas,"CAPS IJ LESTE CARRETEL","CAPS i","AV DR HEITOR PENTEADO, 202 Bairro: JD NOSSA SENHORA AUX CEP: 13075460 Fone: (19)32953264"
1992,SP,Campinas,"CAPS IJ SUDOESTE ESPACO CRIATIVO","CAPS i","RUA COSMOPOLIS, 128 Bairro: JARDIM NOVO CAMPOS E CEP: 13050540 Fone: 19 3365-2280"
1993,SP,Campinas,"CAPS 3 LESTE ESPERANCA","CAPS III","RUA PADRE DOMINGOS GIOVANINI, 290 Bairro: PARQUE TAQUARAL CEP: 13087310 Fone: (19)32437782"
1994,SP,Campinas,"CAPS 3 NOROESTE INTEGRACAO","CAPS III","RUA SILVIO CARVALHARES, 1569 Bairro: JARDIM PAULICEIA CEP: 13060077 Fone: (19) 33979945"
1995,SP,Campinas,"CAPS 3 SUL ANTONIO DA COSTA SANTOS","CAPS III","RUA PROFESSOR MILTON DE TOLOSA, 253 Bairro: JARDIM DO TREVO CEP: 13041009 Fone: (19)32713374"
1996,SP,Campinas,"CAPS 3 SUDOESTE NOVO TEMPO","CAPS III","RUA MOGI MIRIM, 986 Bairro: JD NOVO CAMPOS ELISE CEP: 13050543 Fone: (19)32231831"
1997,SP,Campinas,"CAPS 3 NORTE ESTACAO","CAPS III","R FRANCISCO GASPAR DA SILVA, 180 Bairro: JARDIM EULINA CEP: 13063490 Fone: (19)32439531"
1998,SP,Campinas,"CAPS 3 SUDOESTE DAVID CAPISTRANO DA COSTA FILHO","CAPS III","RUA SALOMAO GEBARA, 136 Bairro: JARDIM VISTA ALEGRE CEP: 13056523 Fone: 19-32667878"
1999,SP,"Campos do Jordão","CENTRO DE ATENCAO PSICOSSOCIAL","CAPS I","AV TASSABURO YAMAGUCHI, S/N Bairro: VILA MATILDE CEP: 12460000 Fone: (12)36645492"
2000,SP,"Cândido Mota","CAPS I CENTRO DE ATENCAO PSICOSSOCIAL","CAPS I","RUA SAO CAETANO, 822 Bairro: VILA ASSUNTA CEP: 19883030"
2001,SP,"Capão Bonito","PROJETO CAPS I CAPAO BONITO","CAPS I","MASSAICHI KAKIHARA, 1570 Bairro: VILA SAO PAULO CEP: 18302285 Fone: (15) 3542-2005"
2002,SP,"Capela do Alto","CAPS I CENTRO DE ATENCAO PSICOSSOCIAL","CAPS I","RUA PREF JOSE GUILHERME, 265 Bairro: CENTRO CEP: 18195000 Fone: 1532672017"
2003,SP,Capivari,"CAPS AD RENASCER CAPIVARI","CAPS AD","RUA BARAO DO RIO BRANCO, 43 Bairro: CENTRO CEP: 13360087 Fone: (19) 3492-5626"
2004,SP,Capivari,"CAPS II REVIVER CAPIVARI","CAPS II","RUA SINHARINHA FROTA, 290 Bairro: CENTRO CEP: 13360061 Fone: (19) 3492-1533"
2005,SP,Caraguatatuba,"CAPS II CENTRO DE ATENCAO PSICOSSOCIAL CARAGUATATUBA","CAPS II","AVENIDA SIQUEIRA CAMPOS, 503 Bairro: SUMARE CEP: 11661400 Fone: 12 38839081"
2006,SP,Carapicuíba,"PROJETO TRILHAR CAPS AD CARAPICUIBA","CAPS AD","R JOSE FERNANDES TEIXEIRA, 500 Bairro: VL CRETT CEP: 06317270 Fone: 11 4184-3745"
2007,SP,Carapicuíba,"CAPS I CRIAC CENTRO DE REF DA INF E ADOLES E CARAPICUIBA","CAPS i","AVENIDA GENERAL TEIXEIRA LOTT, 318 Bairro: JARDIM TUCUNDUVA CEP: 06317340 Fone: 4183-6549"
2008,SP,Carapicuíba,"CAPS III ADULTO","CAPS II","RUA ANGELA PERIOTO TOLAINE, 599 Bairro: JARDIM DAS BELEZAS CEP: 06315180 Fone: (11) 4184-9013"
2009,SP,"Casa Branca","CAPS CENTRO DE ATENCAO PSICOSSOCIAL","CAPS III","RODOVIA ARY PINTO LIPPELT, 238 Bairro: COCAIS CEP: 13700000 Fone: 19 3671-9675"
2010,SP,Catanduva,"CAPS II DE CATANDUVA DR VLADAIR APRIGIO A DE MELLO","CAPS II","RUA PARA, 13 Bairro: CENTRO CEP: 15800050 Fone: 17-35250247"
2011,SP,Conchal,"CENTRO A PSICOSSOCIAL CAPS I VALE DO SOL DE CONCHAL SP","CAPS I","RUA MINAS GERAIS, S/N Bairro: PARQUE INDUSTRIAL CEP: 13835000"
2012,SP,Cordeirópolis,"CAPS MENTES BRILHANTES","CAPS I","RUA 7 DE SETEMBRO, 816 Bairro: VILA SANTO ANTONIO CEP: 13490062 Fone: 35468235"
2013,SP,Cosmópolis,"CAPSI CENTRO DE ATENCAO PSICOSOCIAL INFANTIL","CAPS i","FRANCISCO DE MARIO, 478 Bairro: BELA VISTA CEP: 13150264 Fone: 19 3812 1699"
2014,SP,Cosmópolis,"CAPS CENTRO DE ATENCAO PSICOSSOCIAL","CAPS I","RUA RUI BARBOSA, 444 Bairro: VILA NOVA CEP: 13152124 Fone: (19)38125267"
2015,SP,Cotia,"CAPS ALCOOL E DROGAS DR JOAO OLAVO DO CANTO NETO","CAPS AD","RUA TOPAZIO, 96 Bairro: JARDIM NOMURA CEP: 06717235 Fone: 1146163889"
2016,SP,Cotia,"CAPS INFANTIL","CAPS i","RUA TOPAZIO, 159 Bairro: JARDIM NOMURA CEP: 06717235 Fone: 1146163900"
2017,SP,Cruzeiro,"CAPS CENTRO DE ATENCAO PSICOSSOCIAL DE CRUZEIRO","CAPS I","R CARLOS VARELLA, 425 Bairro: CENTRO CEP: 12701310 Fone: 12-3144-8854"
2018,SP,Cubatão,"CAPS II CENTRO DE ATENCAO PSICOSSOCIAL","CAPS II","RUA DOM PEDRO II, 563 Bairro: VILA NOVA CEP: 11520040 Fone: (13) 3361-6864"
2019,SP,Cunha,"CAPS I DE CUNHA","CAPS I","ZENAIRA FERNANDES DE TOLEDO LEITE, 42 Bairro: CENTRO CEP: 12530000 Fone: 12 31113247"
2020,SP,Diadema,"CAPS III AD ESPACO FERNANDO RAMOS DA SILVA","CAPS AD III","RUA MOACIAR GOULART CUNHA CALDAS, 111 Bairro: CENTRO CEP: 09911450 Fone: 4044-7387"
2021,SP,Diadema,"CENTRO DE ATENCAO PSICOSSOCIAL INFANTO JUVENIL","CAPS i","RUA SAFIRA, 20 Bairro: CENTRO CEP: 09920460 Fone: 40535238"
2022,SP,Diadema,"CENTRO DE ATENCAO PSICOSSOCIAL III DE DIADEMA SUL OESTE","CAPS III","RUA NELSON RODRIGUES, 191 Bairro: VL CONCEICAO CEP: 09911440 Fone: 1140564009"
2023,SP,Diadema,"CENTRO DE ATENCAO PSICOSSOCIAL III DE DIADEMA LESTE","CAPS III","RUA SANTO AMARO, 92 Bairro: CENTRO CEP: 09913090 Fone: 11-40551528 40563727"
2024,SP,Diadema,"CENTRO DE ATENCAO PSICOSSOCIAL III DE DIADEMA NORTE","CAPS III","RUA CAPIBARIBE, 193 Bairro: JARDIM CAMPANARIO CEP: 09930530 Fone: 1140719899"
2025,SP,"Dois Córregos","CAPS I ROSITA SCHELINI SIMOES","CAPS I","AVENIDA MINEIROS DO TIETE, 755 Bairro: JARDIM FIGUEIRA BRAN CEP: 17305022 Fone: (14)36521999"
2026,SP,Dracena,"CAPS AD II DE DRACENA","CAPS AD","R FREDERICO OZANAN, 2591 Bairro: JD JUSSARA CEP: 17900000 Fone: (18)38224050"
2027,SP,"Embu das Artes","CAPSAD EMBU","CAPS AD","RUA SIQUEIRA CAMPOS, 22 Bairro: CENTRO CEP: 06803320 Fone: 4704-7082"
2028,SP,"Embu das Artes","CAPS II EMBU","CAPS II","RUA DOMINGOS DE PASCHOAL, 203 Bairro: CENTRO CEP: 06803005 Fone: 47045932"
2029,SP,Embu-Guaçu,"CAPS I DE EMBU GUACU","CAPS I","RUA JOAO HEITOR VIVIANE, 306 Bairro: JD EMILIA CEP: 06900280 Fone: 4661-6354"
2030,SP,"Espírito Santo do Pinhal","CAPS I DR VIVALDO GONCALVES E S PINHAL SP","CAPS I","RUA GUERINO COSTA, 150 Bairro: VILA NORMA CEP: 13990000 Fone: (19) 3661-6449"
2031,SP,Fernandópolis,"CAPS AD REGIONAL FERNANDOPOLIS","CAPS AD","AVENIDA BRASILIA, 360 Bairro: JARDIM ACAPULCO CEP: 15612134 Fone: 1734426612"
2032,SP,Fernandópolis,"CAPS II CENTRO ATENCAO PSICOSSOCIAL FERNANDOPOLIS","CAPS II","RUA PROFESSOR OLIVIO DE ARAUJO, 8 Bairro: BOA VISTA CEP: 15607132 Fone: 1734423172"
2033,SP,Franca,"CAPS AD III RENASCER","CAPS AD","CAVALHEIRO PETRAGLIA, 80 Bairro: SANTOS DUMONT CEP: 14405327 Fone: (16)37119401"
2034,SP,"Francisco Morato","CAPS II FRANCISCO MORATO","CAPS II","RUA 1 DE JANEIRO, 181 Bairro: JD SAO JOSE CEP: 07911075 Fone: (11)4489-6251"
2035,SP,Garça,"CAPSAD DE GARCA","CAPS AD","RUA BADEN POWELL, S/N Bairro: WILLIANS CEP: 17402066 Fone: 14-3471.4959"
2036,SP,Garça,"CAPS DE GARCA CENTRO DE ATENCAO PSICOSSOCIAL","CAPS I","RUA SARGENTO WILSON ABEL DE OLIVEIRA, 422 Bairro: FERRAROPOLIS CEP: 17400080"
2037,SP,Guaíra,"CENTRO DE ATENCAO PSICOSSOCIAL MARCOS FERREIRA CAPS I","CAPS I","AVENIDA 31, 949 Bairro: JARDIM PAULISTA CEP: 14790000 Fone: 17.33311892"
2038,SP,Guapiaçu,"CENTRO DE ATENCAO PSICOSOCIAL I GUAPIACU CEDRAL","CAPS I","RUA DA GLORIA, 283 Bairro: CENTRO CEP: 15110000 Fone: 017-32672812"
2039,SP,Guará,"CAPS I DE GUARA","CAPS I","PRACA 9 DE JULHO, S/N Bairro: CENTRO CEP: 14580000 Fone: (16)38319873"
